,videoname,framepath,frame_num,label
803,Bridge_diving_in_Mostar_dive_f_cm_np1_ri_bad_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bridge_diving_in_Mostar_dive_f_cm_np1_ri_bad_3,16,7
804,Bridge_diving_in_Mostar_dive_f_cm_np2_fr_bad_4,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bridge_diving_in_Mostar_dive_f_cm_np2_fr_bad_4,16,7
805,bungee_jumping_compilation_dive_f_cm_np1_le_bad_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/bungee_jumping_compilation_dive_f_cm_np1_le_bad_2,16,7
806,bungee_jumping_compilation_dive_f_cm_np1_le_bad_4,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/bungee_jumping_compilation_dive_f_cm_np1_le_bad_4,16,7
807,bungee_jumping_compilation_dive_f_cm_np1_le_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/bungee_jumping_compilation_dive_f_cm_np1_le_med_0,16,7
808,bungee_jumping_compilation_dive_f_cm_np1_ri_bad_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/bungee_jumping_compilation_dive_f_cm_np1_ri_bad_3,16,7
809,bungee_jumping_compilation_dive_f_cm_np1_ri_med_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/bungee_jumping_compilation_dive_f_cm_np1_ri_med_1,16,7
810,Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_le_bad_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_le_bad_3,16,7
811,Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_ri_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_ri_bad_0,16,7
812,Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_ri_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_ri_bad_1,16,7
813,Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_ri_bad_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_ri_bad_2,16,7
814,Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_ri_bad_4,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_ri_bad_4,16,7
815,Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_ri_bad_5,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_Europabr_cke_192m_dive_f_cm_np1_ri_bad_5,16,7
816,Bungee_Jumping_in_Switzerland_-_Compilation_Part_1_dive_f_cm_np1_fr_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_in_Switzerland_-_Compilation_Part_1_dive_f_cm_np1_fr_bad_0,16,7
817,Bungee_Jumping_in_Switzerland_-_Compilation_Part_1_dive_f_cm_np1_fr_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_in_Switzerland_-_Compilation_Part_1_dive_f_cm_np1_fr_bad_1,16,7
818,Bungee_Jumping_in_Switzerland_-__Compilation_Part_2_dive_f_cm_np1_fr_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_in_Switzerland_-__Compilation_Part_2_dive_f_cm_np1_fr_bad_0,16,7
819,Bungee_Jumping_in_Switzerland_-__Compilation_Part_2_dive_f_cm_np1_fr_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_in_Switzerland_-__Compilation_Part_2_dive_f_cm_np1_fr_bad_1,16,7
820,Bungee_Jumping_in_Switzerland_-__Compilation_Part_2_dive_f_cm_np1_fr_bad_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jumping_in_Switzerland_-__Compilation_Part_2_dive_f_cm_np1_fr_bad_2,16,7
821,Bungee_Jump_-_Shit_dive_u_cm_np1_ba_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Bungee_Jump_-_Shit_dive_u_cm_np1_ba_bad_0,16,7
822,BungyjumpingAJHackettNewZealand_dive_f_cm_np1_ba_bad_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/BungyjumpingAJHackettNewZealand_dive_f_cm_np1_ba_bad_2,16,7
823,BungyjumpingAJHackettNewZealand_dive_f_cm_np1_ba_bad_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/BungyjumpingAJHackettNewZealand_dive_f_cm_np1_ba_bad_3,16,7
824,BungyjumpingAJHackettNewZealand_dive_f_cm_np1_fr_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/BungyjumpingAJHackettNewZealand_dive_f_cm_np1_fr_bad_1,16,7
825,BungyjumpingAJHackettNewZealand_dive_f_cm_np1_ri_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/BungyjumpingAJHackettNewZealand_dive_f_cm_np1_ri_bad_0,16,7
826,Butcho_dive_f_cm_np1_fr_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Butcho_dive_f_cm_np1_fr_bad_0,16,7
827,Butcho_dive_f_cm_np1_fr_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Butcho_dive_f_cm_np1_fr_bad_1,16,7
828,Der_K_pfer_dive_f_cm_np1_le_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Der_K_pfer_dive_f_cm_np1_le_bad_0,16,7
829,Dive_Roll_dive_f_cm_np1_le_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Dive_Roll_dive_f_cm_np1_le_bad_0,16,7
830,Dive_Roll_dive_f_cm_np1_le_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Dive_Roll_dive_f_cm_np1_le_bad_1,16,7
831,Dive_Roll_dive_u_cm_np1_fr_bad_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Dive_Roll_dive_u_cm_np1_fr_bad_2,16,7
832,Dive_Roll_dive_u_cm_np1_le_bad_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Dive_Roll_dive_u_cm_np1_le_bad_3,16,7
833,Extreme_Cliffdiving_dive_f_cm_np1_le_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Extreme_Cliffdiving_dive_f_cm_np1_le_bad_0,16,7
834,Extreme_Cliffdiving_dive_f_cm_np1_le_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Extreme_Cliffdiving_dive_f_cm_np1_le_bad_1,16,7
835,Extreme_Cliffdiving_dive_f_cm_np1_le_bad_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Extreme_Cliffdiving_dive_f_cm_np1_le_bad_2,16,7
836,Extreme_Cliffdiving_dive_f_cm_np1_le_bad_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Extreme_Cliffdiving_dive_f_cm_np1_le_bad_3,16,7
837,Faith_Rewarded_dive_f_cm_np1_le_med_31,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Faith_Rewarded_dive_f_cm_np1_le_med_31,16,7
838,Fellowship_7_dive_f_cm_np1_ba_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Fellowship_7_dive_f_cm_np1_ba_bad_0,16,7
839,France_-_K_pfer_-_3m_dive_f_cm_np1_fr_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/France_-_K_pfer_-_3m_dive_f_cm_np1_fr_bad_0,16,7
840,GoalKeeper_Training_2_dive_f_cm_np1_ba_bad_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_ba_bad_2,16,7
841,GoalKeeper_Training_2_dive_f_cm_np1_ba_bad_4,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_ba_bad_4,16,7
842,GoalKeeper_Training_2_dive_f_cm_np1_ba_bad_7,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_ba_bad_7,16,7
843,GoalKeeper_Training_2_dive_f_cm_np1_le_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_le_bad_0,16,7
844,GoalKeeper_Training_2_dive_f_cm_np1_le_bad_10,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_le_bad_10,16,7
845,GoalKeeper_Training_2_dive_f_cm_np1_le_bad_11,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_le_bad_11,16,7
846,GoalKeeper_Training_2_dive_f_cm_np1_le_bad_12,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_le_bad_12,16,7
847,GoalKeeper_Training_2_dive_f_cm_np1_le_bad_5,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_le_bad_5,16,7
848,GoalKeeper_Training_2_dive_f_cm_np1_le_bad_8,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_le_bad_8,16,7
849,GoalKeeper_Training_2_dive_f_cm_np1_ri_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_ri_bad_1,16,7
850,GoalKeeper_Training_2_dive_f_cm_np1_ri_bad_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_ri_bad_3,16,7
851,GoalKeeper_Training_2_dive_f_cm_np1_ri_bad_6,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_ri_bad_6,16,7
852,GoalKeeper_Training_2_dive_f_cm_np1_ri_bad_9,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/GoalKeeper_Training_2_dive_f_cm_np1_ri_bad_9,16,7
853,Guypunchedoffroof_dive_f_cm_np1_fr_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Guypunchedoffroof_dive_f_cm_np1_fr_bad_0,16,7
854,Hechtsprung_1_dive_f_cm_np1_ba_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Hechtsprung_1_dive_f_cm_np1_ba_bad_0,16,7
855,hecht_sprung_dive_f_cm_np1_ri_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/hecht_sprung_dive_f_cm_np1_ri_bad_0,16,7
856,HP_PRISONER_OF_AZKABAN_dive_f_cm_np1_fr_bad_28,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/HP_PRISONER_OF_AZKABAN_dive_f_cm_np1_fr_bad_28,16,7
857,IamLegend_dive_f_nm_np1_fr_bad_19,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/IamLegend_dive_f_nm_np1_fr_bad_19,16,7
858,Jeff_Bungee_Jumping_dive_f_cm_np1_fr_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Jeff_Bungee_Jumping_dive_f_cm_np1_fr_bad_0,16,7
859,Jeff_Bungee_Jumping_dive_f_cm_np1_fr_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Jeff_Bungee_Jumping_dive_f_cm_np1_fr_bad_1,16,7
860,Jeff_Bungee_Jumping_dive_f_cm_np1_ri_bad_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Jeff_Bungee_Jumping_dive_f_cm_np1_ri_bad_2,16,7
861,K_pfer_Basti_dive_f_cm_np1_ba_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/K_pfer_Basti_dive_f_cm_np1_ba_bad_0,16,7
862,K_pfer_dive_f_cm_np1_fr_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/K_pfer_dive_f_cm_np1_fr_bad_0,16,7
863,K_pfer_ins_Eiswasser_trendfun_net_dive_f_cm_np1_ba_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/K_pfer_ins_Eiswasser_trendfun_net_dive_f_cm_np1_ba_bad_0,16,7
864,K_pfer_vom_10er_dive_f_cm_np1_le_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/K_pfer_vom_10er_dive_f_cm_np1_le_bad_0,16,7
865,K_pfer_vom_10_meter_turm_im_Freibad_Schw_bisch_Hall_dive_f_cm_np1_le_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/K_pfer_vom_10_meter_turm_im_Freibad_Schw_bisch_Hall_dive_f_cm_np1_le_bad_0,16,7
866,K_pfer_vom_Tim_dive_f_cm_np1_ri_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/K_pfer_vom_Tim_dive_f_cm_np1_ri_bad_0,16,7
867,K_pfer_von_10-Meter-Brett_dive_f_cm_np1_ri_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/K_pfer_von_10-Meter-Brett_dive_f_cm_np1_ri_bad_0,16,7
868,Marc_-_K_pfer_-_1m_dive_f_cm_np1_le_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Marc_-_K_pfer_-_1m_dive_f_cm_np1_le_bad_0,16,7
869,Matze_-_Wanne_mit_Angriff_-_Butcho_K_pfer_-_1m_dive_f_cm_np1_fr_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Matze_-_Wanne_mit_Angriff_-_Butcho_K_pfer_-_1m_dive_f_cm_np1_fr_bad_0,16,7
870,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_2,16,7
871,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_4,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_4,16,7
872,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_5,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_le_bad_5,16,7
873,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_0,16,7
874,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_1,16,7
875,Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Musical_Bungee_Jump_Compilation_-_Don_t_Stop_Me_Now_by_Queen_dive_f_cm_np1_ri_bad_3,16,7
876,Oberstrick_-_K_pfer_-_3m_dive_f_cm_np1_le_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Oberstrick_-_K_pfer_-_3m_dive_f_cm_np1_le_bad_0,16,7
877,OldSchool_dive_f_cm_np2_ri_bad_15,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/OldSchool_dive_f_cm_np2_ri_bad_15,16,7
878,Parkour_Dive_dive_f_cm_np1_le_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Parkour_Dive_dive_f_cm_np1_le_bad_0,16,7
879,Parkour_Dive_dive_f_cm_np1_le_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Parkour_Dive_dive_f_cm_np1_le_bad_1,16,7
880,Parkour_dive_u_cm_np1_fr_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Parkour_dive_u_cm_np1_fr_bad_0,16,7
881,Pirates_1_dive_f_cm_np1_ri_bad_8,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Pirates_1_dive_f_cm_np1_ri_bad_8,16,7
882,Pirates_1_dive_f_nm_np1_ba_bad_7,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Pirates_1_dive_f_nm_np1_ba_bad_7,16,7
883,Pirates_1_dive_f_nm_np1_fr_bad_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Pirates_1_dive_f_nm_np1_fr_bad_3,16,7
884,Pirates_3_dive_f_cm_np1_fr_bad_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Pirates_3_dive_f_cm_np1_fr_bad_2,16,7
885,Pirates_5_dive_f_cm_np1_ba_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Pirates_5_dive_f_cm_np1_ba_bad_0,16,7
886,Pirates_5_dive_f_cm_np1_fr_bad_6,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Pirates_5_dive_f_cm_np1_fr_bad_6,16,7
887,Pirates_5_dive_f_cm_np1_le_bad_3,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Pirates_5_dive_f_cm_np1_le_bad_3,16,7
888,Pirates_5_dive_f_cm_np1_le_bad_5,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Pirates_5_dive_f_cm_np1_le_bad_5,16,7
889,RATRACE_dive_f_cm_np1_ba_bad_41,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/RATRACE_dive_f_cm_np1_ba_bad_41,16,7
890,RATRACE_dive_f_cm_np1_le_bad_25,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/RATRACE_dive_f_cm_np1_le_bad_25,16,7
891,Red_Bull_Cliff_Diving_2009_Croatia_-_Oliver_Pocher_dive_u_cm_np1_ba_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Red_Bull_Cliff_Diving_2009_Croatia_-_Oliver_Pocher_dive_u_cm_np1_ba_bad_0,16,7
892,Return_of_the_King_1_dive_f_cm_np1_fr_bad_10,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Return_of_the_King_1_dive_f_cm_np1_fr_bad_10,16,7
893,Return_of_the_King_1_dive_f_cm_np1_fr_bad_11,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Return_of_the_King_1_dive_f_cm_np1_fr_bad_11,16,7
894,RETURN_OF_THE_KING_dive_f_nm_np1_ba_bad_38,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/RETURN_OF_THE_KING_dive_f_nm_np1_ba_bad_38,16,7
895,Splashdiving_II_dive_f_cm_np1_ri_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Splashdiving_II_dive_f_cm_np1_ri_med_0,16,7
896,Splashdiving_II_dive_f_cm_np1_ri_med_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Splashdiving_II_dive_f_cm_np1_ri_med_1,16,7
897,Splashdiving_II_dive_f_cm_np1_ri_med_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Splashdiving_II_dive_f_cm_np1_ri_med_2,16,7
898,Stadtparksee_hamburg_schwimm_k_pfer_robert_sommer_dive_f_cm_np1_ba_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Stadtparksee_hamburg_schwimm_k_pfer_robert_sommer_dive_f_cm_np1_ba_bad_0,16,7
899,TheBoondockSaints_dive_f_cm_np1_ba_bad_39,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/TheBoondockSaints_dive_f_cm_np1_ba_bad_39,16,7
900,Two_Towers_6_dive_f_cm_np1_fr_bad_4,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/dive/Two_Towers_6_dive_f_cm_np1_fr_bad_4,16,7
901,19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_0,16,8
902,19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/19th_Century_Cavalry_Sabre_Draw_draw_sword_u_nm_np1_fr_bad_1,16,8
903,Albion_Mercenary_Draw_Cutting_(From_the_Scabbard)_draw_sword_u_cm_np1_fr_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Albion_Mercenary_Draw_Cutting_(From_the_Scabbard)_draw_sword_u_cm_np1_fr_med_0,16,8
904,Albion_Mercenary_Draw_Cutting_(From_the_Scabbard)_draw_sword_u_cm_np1_fr_med_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Albion_Mercenary_Draw_Cutting_(From_the_Scabbard)_draw_sword_u_cm_np1_fr_med_1,16,8
905,Albion_Mercenary_Draw_Cutting_(From_the_Scabbard)_draw_sword_u_cm_np1_fr_med_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Albion_Mercenary_Draw_Cutting_(From_the_Scabbard)_draw_sword_u_cm_np1_fr_med_2,16,8
906,A_point_about_drawing_swords_draw_sword_u_nm_np1_fr_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/A_point_about_drawing_swords_draw_sword_u_nm_np1_fr_med_0,16,8
907,A_point_about_drawing_swords_draw_sword_u_nm_np1_fr_med_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/A_point_about_drawing_swords_draw_sword_u_nm_np1_fr_med_1,16,8
908,A_point_about_drawing_swords_draw_sword_u_nm_np1_fr_med_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/A_point_about_drawing_swords_draw_sword_u_nm_np1_fr_med_2,16,8
909,Christian_Martial_Arts_-_Yeshua-Do_Shimmyo_Ken-Ryu_Iai-jutsu_draw_sword_f_nm_np1_fr_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Christian_Martial_Arts_-_Yeshua-Do_Shimmyo_Ken-Ryu_Iai-jutsu_draw_sword_f_nm_np1_fr_med_0,16,8
910,Cold_Steel_Scottish_Broad_Sword_draw_sword_u_cm_np1_fr_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Cold_Steel_Scottish_Broad_Sword_draw_sword_u_cm_np1_fr_med_0,16,8
911,DBK_Custom_Swords_-__Swordless__ScabbardBelt_draw_sword_u_nm_np1_fr_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/DBK_Custom_Swords_-__Swordless__ScabbardBelt_draw_sword_u_nm_np1_fr_med_0,16,8
912,DBK_Custom_Swords_-__Swordless__ScabbardBelt_draw_sword_u_nm_np1_fr_med_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/DBK_Custom_Swords_-__Swordless__ScabbardBelt_draw_sword_u_nm_np1_fr_med_1,16,8
913,DBK_Custom_Swords_-__Swordless__ScabbardBelt_draw_sword_u_nm_np1_fr_med_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/DBK_Custom_Swords_-__Swordless__ScabbardBelt_draw_sword_u_nm_np1_fr_med_2,16,8
914,Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_0,16,8
915,Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_1,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_1,16,8
916,Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Drawing_and_Resheathing_the_Japanese_Sword_draw_sword_u_nm_np1_le_med_2,16,8
917,Drawing_Katana_from_Back_draw_sword_u_nm_np1_fr_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Drawing_Katana_from_Back_draw_sword_u_nm_np1_fr_med_0,16,8
918,Eishin-Ryu_Iaido_draw_sword_f_cm_np1_fr_med_0,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Eishin-Ryu_Iaido_draw_sword_f_cm_np1_fr_med_0,16,8
919,Eishin-Ryu_Iaido_draw_sword_f_cm_np1_fr_med_12,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Eishin-Ryu_Iaido_draw_sword_f_cm_np1_fr_med_12,16,8
920,Eishin-Ryu_Iaido_draw_sword_f_cm_np1_fr_med_2,D:\PythonCode\Pytorch-VideoUnderstand-master\data\hmdb51\split16/draw_sword/Eishin-Ryu_Iaido_draw_sword_f_cm_np1_fr_med_2,16,8
